date,value
20/04/1994,1.1565
19/04/1994,1.153
18/04/1994,1.1413
15/04/1994,1.1464
14/04/1994,1.1493
13/04/1994,1.1471
12/04/1994,1.1438
11/04/1994,1.1508
08/04/1994,1.1468
07/04/1994,1.1438
06/04/1994,1.1436
05/04/1994,1.1502
04/04/1994,#N/A
01/04/1994,#N/A
31/03/1994,1.1737
30/03/1994,1.1646
29/03/1994,1.1712
28/03/1994,1.1678
25/03/1994,1.1688
24/03/1994,1.1647
23/03/1994,1.1577
22/03/1994,1.155
21/03/1994,1.1502
18/03/1994,1.1511
17/03/1994,1.1624
16/03/1994,1.1559
15/03/1994,1.1526
14/03/1994,1.1569
11/03/1994,1.1633
10/03/1994,1.1558
09/03/1994,1.144
08/03/1994,1.14
07/03/1994,1.1391
04/03/1994,1.1382
03/03/1994,1.1448
02/03/1994,1.1461
01/03/1994,1.1434
28/02/1994,1.1457
25/02/1994,1.1468
24/02/1994,1.1333
23/02/1994,1.135
22/02/1994,1.1359
21/02/1994,1.1353
18/02/1994,1.1406
17/02/1994,1.1329
16/02/1994,1.1373
15/02/1994,1.136
14/02/1994,1.126
11/02/1994,1.1207
10/02/1994,1.1194
09/02/1994,1.1179
08/02/1994,1.1141
07/02/1994,1.1157
04/02/1994,1.1317
03/02/1994,1.1334
02/02/1994,1.1311
01/02/1994,1.136
31/01/1994,1.126
28/01/1994,1.1338
27/01/1994,1.1252
26/01/1994,1.1227
25/01/1994,1.1203
24/01/1994,1.1201
21/01/1994,1.1211
20/01/1994,1.1266
19/01/1994,1.1231
18/01/1994,1.1223
17/01/1994,1.1167
14/01/1994,1.1177
13/01/1994,1.1182
12/01/1994,1.1263
11/01/1994,1.123
10/01/1994,1.1269
07/01/1994,1.1293
06/01/1994,1.1252
05/01/1994,1.1252
04/01/1994,1.1246
03/01/1994,#N/A
31/12/1993,1.1244
30/12/1993,1.127
29/12/1993,1.1362
28/12/1993,#N/A
27/12/1993,#N/A
24/12/1993,1.151
23/12/1993,1.1523
22/12/1993,1.149
21/12/1993,1.146
20/12/1993,1.14
17/12/1993,1.1435
16/12/1993,1.1395
15/12/1993,1.1373
14/12/1993,1.138
13/12/1993,1.144
10/12/1993,1.148
09/12/1993,1.1439
08/12/1993,1.146
07/12/1993,1.1443
06/12/1993,1.1412
03/12/1993,1.1301
02/12/1993,1.1258
01/12/1993,1.1301
30/11/1993,1.1305
29/11/1993,1.1356
26/11/1993,1.134
25/11/1993,1.1368
24/11/1993,1.1416
23/11/1993,1.1368
22/11/1993,1.1387
19/11/1993,1.1351
18/11/1993,1.14
17/11/1993,1.1409
16/11/1993,1.146
15/11/1993,1.1509
12/11/1993,1.1442
10/11/1993,1.1477
09/11/1993,1.146
08/11/1993,1.1551
05/11/1993,1.145
04/11/1993,1.1475
03/11/1993,1.1481
02/11/1993,1.1467
01/11/1993,1.1434
29/10/1993,1.157
28/10/1993,1.1506
27/10/1993,1.1551
26/10/1993,1.1559
25/10/1993,1.162
22/10/1993,1.1625
21/10/1993,1.1684
20/10/1993,1.1737
19/10/1993,1.1774
18/10/1993,1.1871
15/10/1993,1.1939
14/10/1993,1.1973
13/10/1993,1.2019
12/10/1993,1.2111
08/10/1993,1.2042
07/10/1993,1.1895
06/10/1993,1.1898
05/10/1993,1.1905
04/10/1993,1.1922
01/10/1993,1.1891
30/09/1993,1.1892
29/09/1993,1.2019
28/09/1993,1.1906
27/09/1993,1.192
24/09/1993,1.1827
23/09/1993,1.182
22/09/1993,1.1949
21/09/1993,1.2047
20/09/1993,1.2041
17/09/1993,1.2082
16/09/1993,1.2104
15/09/1993,1.2232
14/09/1993,1.2107
13/09/1993,1.2111
10/09/1993,1.2136
09/09/1993,1.2098
08/09/1993,1.1968
07/09/1993,1.2003
06/09/1993,1.2014
03/09/1993,1.1893
02/09/1993,1.174
01/09/1993,1.1715
31/08/1993,1.1602
30/08/1993,#N/A
27/08/1993,1.1655
26/08/1993,1.1641
25/08/1993,1.1571
24/08/1993,1.1633
23/08/1993,1.1566
20/08/1993,1.1629
19/08/1993,1.1563
18/08/1993,1.1567
17/08/1993,1.1509
16/08/1993,1.148
13/08/1993,1.1323
12/08/1993,1.1273
11/08/1993,1.1371
10/08/1993,1.1386
09/08/1993,1.1484
06/08/1993,1.1446
05/08/1993,1.1406
04/08/1993,1.1452
03/08/1993,1.1459
02/08/1993,1.1288
30/07/1993,1.1259
29/07/1993,1.1339
28/07/1993,1.1478
27/07/1993,1.1418
26/07/1993,1.1427
23/07/1993,1.1457
22/07/1993,1.1509
21/07/1993,1.1609
20/07/1993,1.1538
19/07/1993,1.1593
16/07/1993,1.1433
15/07/1993,1.1467
14/07/1993,1.151
13/07/1993,1.1518
12/07/1993,1.1464
09/07/1993,1.1527
08/07/1993,1.1633
07/07/1993,1.1703
06/07/1993,1.1717
05/07/1993,1.1745
02/07/1993,1.1752
01/07/1993,1.1756
30/06/1993,1.1729
29/06/1993,1.1811
28/06/1993,1.1718
25/06/1993,1.1752
24/06/1993,1.1671
23/06/1993,1.1802
22/06/1993,1.179
21/06/1993,1.183
18/06/1993,1.1879
17/06/1993,1.2041
16/06/1993,1.2027
15/06/1993,1.2188
14/06/1993,1.2265
11/06/1993,1.227
10/06/1993,1.2192
09/06/1993,1.2173
08/06/1993,1.229
07/06/1993,1.229
04/06/1993,1.2273
03/06/1993,1.2415
02/06/1993,1.2452
01/06/1993,1.2464
31/05/1993,#N/A
28/05/1993,1.2492
27/05/1993,1.2311
26/05/1993,1.2212
25/05/1993,1.2253
24/05/1993,1.22
21/05/1993,1.2247
20/05/1993,1.2343
19/05/1993,1.2284
18/05/1993,1.2275
17/05/1993,1.2355
14/05/1993,1.2376
13/05/1993,1.2315
12/05/1993,1.2401
11/05/1993,1.2404
10/05/1993,1.245
07/05/1993,1.2639
06/05/1993,1.262
05/05/1993,1.2617
04/05/1993,1.2668
03/05/1993,#N/A
30/04/1993,1.2535
29/04/1993,1.2626
27/04/1993,1.2601
26/04/1993,1.2679
23/04/1993,1.2564
22/04/1993,1.2349
21/04/1993,1.2375
20/04/1993,1.2416
19/04/1993,1.2405
16/04/1993,1.2279
15/04/1993,1.2404
14/04/1993,1.2455
13/04/1993,1.2533
12/04/1993,#N/A
09/04/1993,#N/A
08/04/1993,1.2296
07/04/1993,1.2207
06/04/1993,1.2238
05/04/1993,1.2353
02/04/1993,1.2308
01/04/1993,1.229
31/03/1993,1.2243
30/03/1993,1.2163
29/03/1993,1.2086
26/03/1993,1.211
25/03/1993,1.2035
24/03/1993,1.2129
23/03/1993,1.2104
22/03/1993,1.2093
19/03/1993,1.2134
18/03/1993,1.1928
17/03/1993,1.1882
16/03/1993,1.192
15/03/1993,1.1898
12/03/1993,1.1884
11/03/1993,1.1908
10/03/1993,1.191
09/03/1993,1.1885
08/03/1993,1.1953
05/03/1993,1.1946
04/03/1993,1.212
03/03/1993,1.2063
02/03/1993,1.2086
01/03/1993,1.2034
26/02/1993,1.2034
25/02/1993,1.2111
24/02/1993,1.2194
23/02/1993,1.2201
22/02/1993,1.2124
19/02/1993,1.2136
18/02/1993,1.213
17/02/1993,1.2197
16/02/1993,1.2157
15/02/1993,1.2008
12/02/1993,1.2011
11/02/1993,1.2015
10/02/1993,1.2069
09/02/1993,1.2076
08/02/1993,1.2054
05/02/1993,1.2086
04/02/1993,1.2035
03/02/1993,1.2123
02/02/1993,1.2136
01/02/1993,1.2216
29/01/1993,1.2404
28/01/1993,1.2575
27/01/1993,1.2623
26/01/1993,1.269
25/01/1993,1.2724
22/01/1993,1.2491
21/01/1993,1.2393
20/01/1993,1.2469
19/01/1993,1.2426
18/01/1993,1.2359
15/01/1993,1.2281
14/01/1993,1.232
13/01/1993,1.2253
12/01/1993,1.2256
11/01/1993,1.2305
08/01/1993,1.2189
07/01/1993,1.2215
06/01/1993,1.2194
05/01/1993,1.2215
04/01/1993,1.2179
31/12/1992,1.2369
30/12/1992,1.2409
29/12/1992,1.2372
28/12/1992,#N/A
25/12/1992,#N/A
24/12/1992,1.2602
23/12/1992,1.2593
22/12/1992,1.2639
21/12/1992,1.2785
18/12/1992,1.2807
17/12/1992,1.288
16/12/1992,1.2893
15/12/1992,1.2796
14/12/1992,1.2785
11/12/1992,1.2739
10/12/1992,1.2768
09/12/1992,1.2781
08/12/1992,1.2873
07/12/1992,1.2785
04/12/1992,1.2637
03/12/1992,1.2729
02/12/1992,1.2783
01/12/1992,1.2649
30/11/1992,1.2623
27/11/1992,1.2575
26/11/1992,1.2649
25/11/1992,1.2705
24/11/1992,1.2572
23/11/1992,1.2579
20/11/1992,1.267
19/11/1992,1.2832
18/11/1992,1.2749
17/11/1992,1.2644
16/11/1992,1.2754
13/11/1992,1.29
12/11/1992,1.276
11/11/1992,1.2768
10/11/1992,1.2679
09/11/1992,1.2765
06/11/1992,1.2739
05/11/1992,1.2812
04/11/1992,1.2907
03/11/1992,1.2905
02/11/1992,1.2912
30/10/1992,1.3113
29/10/1992,1.3161
28/10/1992,1.3127
27/10/1992,1.3174
26/10/1992,1.3161
23/10/1992,1.3174
22/10/1992,1.3314
21/10/1992,1.3387
20/10/1992,1.3277
19/10/1992,1.3578
16/10/1992,1.3678
15/10/1992,1.3868
14/10/1992,1.3729
13/10/1992,1.3656
12/10/1992,1.3639
09/10/1992,1.3609
08/10/1992,1.3686
07/10/1992,1.4
06/10/1992,1.4006
05/10/1992,1.4296
02/10/1992,1.4239
01/10/1992,1.4211
30/09/1992,1.4284
29/09/1992,1.4199
28/09/1992,1.3972
25/09/1992,1.3712
24/09/1992,1.3628
23/09/1992,1.3541
22/09/1992,1.3596
21/09/1992,1.3622
18/09/1992,1.3526
17/09/1992,1.3678
16/09/1992,1.3563
15/09/1992,1.3941
14/09/1992,1.3868
11/09/1992,1.4345
10/09/1992,1.4663
09/09/1992,1.4652
08/09/1992,1.4843
04/09/1992,1.4734
03/09/1992,1.4678
02/09/1992,1.4899
01/09/1992,1.487
31/08/1992,#N/A
28/08/1992,1.4747
27/08/1992,1.4676
26/08/1992,1.4706
25/08/1992,1.4791
24/08/1992,1.478
21/08/1992,1.4296
20/08/1992,1.4331
19/08/1992,1.4274
18/08/1992,1.4257
17/08/1992,1.4209
14/08/1992,1.4158
13/08/1992,1.4243
12/08/1992,1.4201
11/08/1992,1.4134
10/08/1992,1.4184
07/08/1992,1.419
06/08/1992,1.4049
05/08/1992,1.4102
04/08/1992,1.4124
03/08/1992,1.4098
31/07/1992,1.412
30/07/1992,1.4041
29/07/1992,1.4073
28/07/1992,1.4108
27/07/1992,1.4043
24/07/1992,1.3872
23/07/1992,1.4004
22/07/1992,1.3976
21/07/1992,1.397
20/07/1992,1.4015
17/07/1992,1.4219
16/07/1992,1.4098
15/07/1992,1.4087
14/07/1992,1.4008
13/07/1992,1.4061
10/07/1992,1.392
09/07/1992,1.3831
08/07/1992,1.3955
07/07/1992,1.3901
06/07/1992,1.378
03/07/1992,1.3733
02/07/1992,1.378
01/07/1992,1.3774
30/06/1992,1.3695
29/06/1992,1.3738
26/06/1992,1.3585
25/06/1992,1.355
24/06/1992,1.3446
23/06/1992,1.3323
22/06/1992,1.3314
19/06/1992,1.3305
18/06/1992,1.3326
17/06/1992,1.3256
16/06/1992,1.3282
15/06/1992,1.3287
12/06/1992,1.3226
11/06/1992,1.3214
10/06/1992,1.3103
09/06/1992,1.3117
08/06/1992,1.3111
05/06/1992,1.3127
04/06/1992,1.304
03/06/1992,1.299
02/06/1992,1.3011
01/06/1992,1.2989
29/05/1992,1.3029
28/05/1992,1.2844
27/05/1992,1.2801
26/05/1992,1.2974
25/05/1992,#N/A
22/05/1992,1.2922
21/05/1992,1.295
20/05/1992,1.3062
19/05/1992,1.3132
18/05/1992,1.3099
15/05/1992,1.3006
14/05/1992,1.2953
12/05/1992,1.2849
11/05/1992,1.2737
08/05/1992,1.2686
07/05/1992,1.2768
06/05/1992,1.2785
05/05/1992,1.2745
04/05/1992,#N/A
01/05/1992,1.271
30/04/1992,1.2615
29/04/1992,1.2612
28/04/1992,1.2617
27/04/1992,1.265
24/04/1992,1.2634
23/04/1992,1.2566
22/04/1992,1.2536
21/04/1992,1.2538
20/04/1992,#N/A
17/04/1992,#N/A
16/04/1992,1.2514
15/04/1992,1.2596
14/04/1992,1.2678
13/04/1992,1.2636
10/04/1992,1.2834
09/04/1992,1.2745
08/04/1992,1.2822
07/04/1992,1.2794
06/04/1992,1.2854
03/04/1992,1.2768
02/04/1992,1.2653
01/04/1992,1.2595
31/03/1992,1.2647
30/03/1992,1.2622
27/03/1992,1.2671
26/03/1992,1.2575
25/03/1992,1.2595
24/03/1992,1.2516
23/03/1992,1.252
20/03/1992,1.2384
19/03/1992,1.2483
18/03/1992,1.262
17/03/1992,1.2622
16/03/1992,1.2516
13/03/1992,1.2495
12/03/1992,1.2439
11/03/1992,1.2528
10/03/1992,1.2491
09/03/1992,1.2533
06/03/1992,1.2469
05/03/1992,1.2475
04/03/1992,1.2503
03/03/1992,1.2591
02/03/1992,1.2671
28/02/1992,1.2732
27/02/1992,1.2694
26/02/1992,1.2614
25/02/1992,1.2752
24/02/1992,1.2623
21/02/1992,1.2639
20/02/1992,1.2625
19/02/1992,1.2687
18/02/1992,1.2645
17/02/1992,1.2842
14/02/1992,1.2799
13/02/1992,1.284
12/02/1992,1.2958
11/02/1992,1.3115
10/02/1992,1.3263
07/02/1992,1.3316
06/02/1992,1.3186
05/02/1992,1.3129
04/02/1992,1.3074
03/02/1992,1.3023
31/01/1992,1.2974
30/01/1992,1.2913
29/01/1992,1.3104
28/01/1992,1.3041
27/01/1992,1.2912
24/01/1992,1.3092
23/01/1992,1.3062
22/01/1992,1.3151
21/01/1992,1.3153
20/01/1992,1.305
17/01/1992,1.3007
16/01/1992,1.2825
15/01/1992,1.2803
14/01/1992,1.3229
13/01/1992,1.3182
10/01/1992,1.3228
09/01/1992,1.3506
08/01/1992,1.3702
07/01/1992,1.371
06/01/1992,1.3658
03/01/1992,1.3481
02/01/1992,1.3661
31/12/1991,1.3656
30/12/1991,1.3669
27/12/1991,1.3682
26/12/1991,#N/A
25/12/1991,#N/A
24/12/1991,1.3671
23/12/1991,1.3672
20/12/1991,1.3514
19/12/1991,1.3321
18/12/1991,1.3221
17/12/1991,1.3229
16/12/1991,1.3191
13/12/1991,1.3118
12/12/1991,1.3118
11/12/1991,1.3139
10/12/1991,1.32
09/12/1991,1.3221
06/12/1991,1.3193
05/12/1991,1.3041
04/12/1991,1.2868
03/12/1991,1.2897
02/12/1991,1.2923
29/11/1991,1.2767
28/11/1991,1.2855
27/11/1991,1.2868
26/11/1991,1.312
25/11/1991,1.3103
22/11/1991,1.3082
21/11/1991,1.3007
20/11/1991,1.2969
19/11/1991,1.3002
18/11/1991,1.296
15/11/1991,1.2707
14/11/1991,1.2783
13/11/1991,1.2741
12/11/1991,1.2752
11/11/1991,1.2695
08/11/1991,1.27
07/11/1991,1.2747
06/11/1991,1.2713
05/11/1991,1.2694
04/11/1991,1.275
01/11/1991,1.2553
31/10/1991,1.2461
30/10/1991,1.2421
29/10/1991,1.2317
28/10/1991,1.2223
25/10/1991,1.2278
24/10/1991,1.2279
23/10/1991,1.2246
22/10/1991,1.2299
21/10/1991,1.2355
18/10/1991,1.2326
17/10/1991,1.227
16/10/1991,1.2247
15/10/1991,1.221
14/10/1991,1.2321
11/10/1991,1.2335
10/10/1991,1.2343
09/10/1991,1.2287
08/10/1991,1.2359
07/10/1991,1.2429
04/10/1991,1.2458
03/10/1991,1.2531
02/10/1991,1.2558
01/10/1991,1.2514
30/09/1991,1.2544
27/09/1991,1.2416
26/09/1991,1.2429
25/09/1991,1.2404
24/09/1991,1.2497
23/09/1991,1.2498
20/09/1991,1.2347
19/09/1991,1.2376
18/09/1991,1.2402
17/09/1991,1.2475
16/09/1991,1.2477
13/09/1991,1.2419
12/09/1991,1.2384
11/09/1991,1.2297
10/09/1991,1.2308
09/09/1991,1.2276
06/09/1991,1.2037
05/09/1991,1.2028
04/09/1991,1.2038
03/09/1991,1.2032
02/09/1991,1.1976
30/08/1991,1.1946
29/08/1991,1.2031
28/08/1991,1.2012
27/08/1991,1.1953
26/08/1991,#N/A
23/08/1991,1.195
22/08/1991,1.2067
21/08/1991,1.1885
20/08/1991,1.1621
19/08/1991,1.1508
16/08/1991,1.1868
15/08/1991,1.2051
14/08/1991,1.2028
13/08/1991,1.2054
12/08/1991,1.2079
09/08/1991,1.2101
08/08/1991,1.2157
07/08/1991,1.2171
06/08/1991,1.2212
05/08/1991,1.2136
02/08/1991,1.1999
01/08/1991,1.1929
31/07/1991,1.197
30/07/1991,1.1955
29/07/1991,1.1955
26/07/1991,1.2031
25/07/1991,1.1939
24/07/1991,1.2051
23/07/1991,1.1909
22/07/1991,1.192
19/07/1991,1.1925
18/07/1991,1.1805
17/07/1991,1.1697
16/07/1991,1.1636
15/07/1991,1.1671
12/07/1991,1.1654
11/07/1991,1.1421
10/07/1991,1.1522
09/07/1991,1.1533
08/07/1991,1.1535
05/07/1991,1.1442
04/07/1991,1.1409
03/07/1991,1.1447
02/07/1991,1.1416
01/07/1991,1.1541
